variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
info_fact_unreliable_fraction,BGR,0.3250,0.2473,0.2717,0.2997,0.2584,0.2063,0.2653,0.2827,0.2757,0.2746
info_fact_unreliable_fraction,BHR,0.2136,0.2408,0.2248,0.1949,0.1526,0.2777,0.2261,0.3537,0.3054,0.2204
info_fact_unreliable_fraction,BHS,0.3405,0.3069,0.2509,0.2825,0.3286,0.2656,0.3664,0.3595,0.3832,0.4042
info_fact_unreliable_fraction,BIH,0.2808,0.2408,0.2481,0.2631,0.2365,0.2061,0.3054,0.3282,0.3204,0.2842
info_fact_unreliable_fraction,BLM,0.1000,0.1299,0.2439,0.2316,0.1381,0.1253,0.2396,0.1751,0.3565,0.2399
info_fact_unreliable_fraction,BLR,0.2683,0.2121,0.2323,0.2209,0.2146,0.1751,0.1738,0.2366,0.2391,0.2430
info_fact_unreliable_fraction,BLZ,0.3383,0.2454,0.2877,0.2270,0.2668,0.2415,0.1642,0.1351,0.1372,0.1285
info_fact_unreliable_fraction,BMU,0.3218,0.2121,0.3133,0.3600,0.2500,0.2700,0.3068,0.3333,0.3410,0.3086
info_fact_unreliable_fraction,BOL,0.4611,0.3492,0.3123,0.2989,0.2748,0.3144,0.3568,0.3665,0.2903,0.2794
info_fact_unreliable_fraction,BRA,0.3662,0.3905,0.3507,0.3225,0.2889,0.4038,0.3723,0.4834,0.5102,0.3206
info_fact_unreliable_fraction,BRB,0.3522,0.1694,0.2517,0.2997,0.2749,0.1674,0.2973,0.2929,0.2675,0.2490
info_fact_unreliable_fraction,BRN,0.2067,0.2131,0.2165,0.1863,0.1333,0.2510,0.0903,0.4743,0.3830,0.0506
info_fact_unreliable_fraction,BTN,0.3778,0.2376,0.2452,0.1705,0.1544,0.1969,0.1935,0.2232,0.3093,0.2899
info_fact_unreliable_fraction,BWA,0.2902,0.2086,0.2310,0.2545,0.2038,0.2044,0.2539,0.2886,0.2132,0.2886
info_fact_unreliable_fraction,CAF,0.2669,0.2026,0.2707,0.2068,0.1825,0.1975,0.2063,0.2432,0.2457,0.2021
info_fact_unreliable_fraction,CAN,0.2221,0.1945,0.2064,0.2060,0.1929,0.1560,0.2224,0.2139,0.1858,0.2315
info_fact_unreliable_fraction,CHE,0.2173,0.2040,0.2217,0.2080,0.1914,0.1568,0.1880,0.2121,0.2243,0.2117
info_fact_unreliable_fraction,CHL,0.4619,0.3333,0.3073,0.2543,0.2468,0.2267,0.2820,0.2897,0.2116,0.2180
info_fact_unreliable_fraction,CHN,0.2279,0.2051,0.2357,0.2478,0.2315,0.2051,0.2722,0.3010,0.3418,0.2777
info_fact_unreliable_fraction,CIV,0.2524,0.2352,0.2718,0.2872,0.2169,0.2069,0.2745,0.3246,0.2873,0.3145
info_fact_unreliable_fraction,CMR,0.2976,0.2534,0.2598,0.2653,0.2115,0.1514,0.2215,0.2209,0.2681,0.2489
info_fact_unreliable_fraction,COD,0.2576,0.2563,0.2601,0.2289,0.1953,0.1563,0.2474,0.2727,0.2340,0.2035
info_fact_unreliable_fraction,COG,0.1869,0.2148,0.2634,0.2443,0.1918,0.2201,0.1609,0.2722,0.3043,0.3396
info_fact_unreliable_fraction,COK,0.2857,0.0625,0.3056,0.3929,0.3780,0.2444,0.0800,0.0000,0.5000,0.4118
info_fact_unreliable_fraction,COL,0.5156,0.4242,0.3760,0.3476,0.3310,0.2689,0.4033,0.4079,0.3661,0.3324
info_fact_unreliable_fraction,COM,0.1111,0.2609,0.2381,0.3913,0.2000,0.1111,0.5000,0.3595,0.1250,0.1250
info_fact_unreliable_fraction,CPV,0.2273,0.2463,0.2121,0.1837,0.1226,0.2857,0.4286,0.3821,0.2143,0.2512
info_fact_unreliable_fraction,CRI,0.5049,0.3786,0.3574,0.4133,0.3601,0.3389,0.3585,0.3622,0.2963,0.3612
info_fact_unreliable_fraction,CUB,0.6318,0.5573,0.5186,0.5280,0.5247,0.5325,0.5932,0.5629,0.5252,0.4667
info_fact_unreliable_fraction,CUW,0.3929,0.3793,0.3333,0.3622,0.3241,0.2755,0.4405,0.4113,0.3895,0.3978
info_fact_unreliable_fraction,CYM,0.4432,0.3299,0.3812,0.3978,0.3443,0.3159,0.3826,0.3791,0.3811,0.3551
info_fact_unreliable_fraction,CYP,0.3467,0.2889,0.2883,0.2925,0.2936,0.2737,0.3327,0.3250,0.3253,0.3314
info_fact_unreliable_fraction,CZE,0.2743,0.1892,0.2234,0.2158,0.2218,0.1648,0.1955,0.1914,0.2294,0.1810
info_fact_unreliable_fraction,DEU,0.2277,0.2097,0.2374,0.2053,0.2193,0.1785,0.2202,0.2327,0.2416,0.2327
info_fact_unreliable_fraction,DJI,0.1349,0.1316,0.2778,0.2487,0.3401,0.2153,0.3003,0.2424,0.1928,0.1628
info_fact_unreliable_fraction,DMA,0.2727,0.0667,0.4167,0.3500,0.4333,0.5000,0.5000,0.5517,0.6500,0.2857
info_fact_unreliable_fraction,DNK,0.2314,0.1864,0.2362,0.2606,0.2710,0.2053,0.2602,0.3270,0.2916,0.3229
info_fact_unreliable_fraction,DOM,0.5687,0.4920,0.4104,0.3755,0.3550,0.4313,0.4344,0.5296,0.4348,0.3545
info_fact_unreliable_fraction,DZA,0.3354,0.2192,0.2687,0.2161,0.1634,0.1631,0.2119,0.0957,0.2344,0.2027
info_fact_unreliable_fraction,ECU,0.6624,0.5993,0.4921,0.4311,0.5042,0.5653,0.5753,0.5721,0.4688,0.4103
info_fact_unreliable_fraction,EGY,0.2457,0.1889,0.2036,0.2056,0.2155,0.1868,0.2226,0.2270,0.2444,0.2115
info_fact_unreliable_fraction,ERI,0.2708,0.2523,0.3237,0.3313,0.2844,0.2039,0.2462,0.1930,0.1628,0.1250
info_fact_unreliable_fraction,ESH,0.5000,0.2500,0.0909,0.1667,0.2500,0.4000,0.2857,0.4000,0.5000,0.1000
info_fact_unreliable_fraction,ESP,0.3139,0.2302,0.2496,0.2187,0.2409,0.2139,0.2693,0.1975,0.1973,0.2891
info_fact_unreliable_fraction,EST,0.2706,0.2393,0.2569,0.2462,0.2197,0.1926,0.2671,0.2280,0.2441,0.1957
info_fact_unreliable_fraction,ETH,0.2465,0.2094,0.2091,0.2159,0.1726,0.1616,0.1938,0.2410,0.2335,0.2466
info_fact_unreliable_fraction,FIN,0.2804,0.2177,0.2116,0.2091,0.1940,0.1635,0.2430,0.2214,0.2212,0.2454
info_fact_unreliable_fraction,FJI,0.3333,0.3206,0.2878,0.3134,0.3069,0.2546,0.3269,0.3414,0.3299,0.3525
info_fact_unreliable_fraction,FLK,0.8333,0.0000,0.2857,0.1633,0.2500,0.3243,0.3333,0.1818,0.2143,0.1111
info_fact_unreliable_fraction,FRA,0.1415,0.2885,0.2818,0.1984,0.1925,0.1445,0.2009,0.2074,0.1880,0.1985
info_fact_unreliable_fraction,FRO,0.2830,0.2034,0.2542,0.3110,0.2344,0.1900,0.2412,0.3868,0.2975,0.2857
info_fact_unreliable_fraction,FSM,0.2143,0.1944,0.2881,0.2131,0.3194,0.1818,0.3265,0.2456,0.3061,0.2340
info_fact_unreliable_fraction,GAB,0.3534,0.3264,0.3492,0.3613,0.3911,0.3280,0.4707,0.4966,0.4335,0.4778
info_fact_unreliable_fraction,GBR,0.2671,0.2200,0.2270,0.2202,0.2437,0.1887,0.1895,0.2357,0.2380,0.2642
info_fact_unreliable_fraction,GEO,0.2990,0.1969,0.1890,0.1438,0.1302,0.0683,0.1329,0.1414,0.0850,0.1259
info_fact_unreliable_fraction,GGY,0.3269,0.1786,0.1806,0.2025,0.1365,0.1316,0.1214,0.1143,0.2270,0.1901
info_fact_unreliable_fraction,GHA,0.3746,0.2282,0.2311,0.2582,0.2626,0.1926,0.2294,0.2560,0.2378,0.2683
info_fact_unreliable_fraction,GIB,0.5276,0.4071,0.4236,0.3351,0.3333,0.2500,0.2486,0.2209,0.1543,0.1361
info_fact_unreliable_fraction,GIN,0.5581,0.6422,0.5950,0.5880,0.5971,0.5647,0.6646,0.6391,0.6109,0.6445
info_fact_unreliable_fraction,GMB,0.2941,0.1212,0.1455,0.0857,0.1165,0.2119,0.0405,0.0244,0.0648,0.0762
info_fact_unreliable_fraction,GNB,0.3262,0.1866,0.1680,0.2376,0.2389,0.1775,0.2695,0.2222,0.2887,0.1504
info_fact_unreliable_fraction,GNQ,0.2564,0.1765,0.2597,0.2303,0.2267,0.1681,0.1583,0.2471,0.2346,0.1552
info_fact_unreliable_fraction,GRC,0.3094,0.2231,0.2309,0.2317,0.2249,0.1819,0.2411,0.2594,0.2433,0.2334
info_fact_unreliable_fraction,GRD,0.2640,0.2179,0.2528,0.2802,0.2225,0.2495,0.3091,0.1765,0.2324,0.2353
info_fact_unreliable_fraction,GRL,0.3134,0.3265,0.4037,0.3099,0.3053,0.2537,0.3278,0.3116,0.3777,0.3828
info_fact_unreliable_fraction,GTM,0.6131,0.5091,0.4796,0.4304,0.4195,0.4607,0.4921,0.5364,0.4787,0.4099
info_fact_unreliable_fraction,GUM,0.4795,0.2743,0.3211,0.3423,0.4311,0.2127,0.3396,0.3801,0.3401,0.4306
info_fact_unreliable_fraction,GUY,0.1860,0.2210,0.2624,0.2518,0.1919,0.2256,0.3370,0.3738,0.3540,0.3194
info_fact_unreliable_fraction,HKG,0.1743,0.0998,0.1445,0.1723,0.2401,0.1390,0.1698,0.1804,0.3287,0.2785
info_fact_unreliable_fraction,HMD,0.2500,0.1429,0.5294,0.0000,0.2222,0.0000,0.1818,0.5000,0.5714,0.0000
info_fact_unreliable_fraction,HND,0.6278,0.5039,0.5105,0.4749,0.4065,0.4755,0.4330,0.4705,0.4360,0.3868
info_fact_unreliable_fraction,HRV,0.2902,0.2921,0.2705,0.3453,0.2939,0.2352,0.2891,0.3024,0.3185,0.3327
info_fact_unreliable_fraction,HTI,0.2583,0.2769,0.3081,0.2615,0.2504,0.1950,0.2592,0.2679,0.2817,0.2610
info_fact_unreliable_fraction,HUN,0.3319,0.2817,0.2718,0.2939,0.3146,0.2652,0.3582,0.3483,0.3830,0.3358
info_fact_unreliable_fraction,IDN,0.2935,0.2410,0.2010,0.2517,0.2130,0.1798,0.2215,0.3066,0.2851,0.2397
info_fact_unreliable_fraction,IMN,0.1279,0.1436,0.2191,0.1949,0.1820,0.0979,0.1798,0.2252,0.2033,0.2492
info_fact_unreliable_fraction,IND,0.2807,0.2486,0.2787,0.2963,0.2446,0.2660,0.2436,0.2074,0.2105,0.2144
info_fact_unreliable_fraction,IOT,0.4286,0.0526,0.3333,0.3673,0.4012,0.2910,0.3673,0.2727,0.2480,0.2913
info_fact_unreliable_fraction,IRL,0.2135,0.1642,0.1508,0.1434,0.1501,0.1278,0.1510,0.1403,0.1491,0.1452
info_fact_unreliable_fraction,IRN,0.3150,0.2500,0.2820,0.3257,0.3119,0.2498,0.2771,0.3336,0.3766,0.3676
info_fact_unreliable_fraction,IRQ,0.3561,0.2286,0.2733,0.2232,0.1568,0.1267,0.2000,0.1649,0.1721,0.1562
info_fact_unreliable_fraction,ISL,0.2116,0.1971,0.2700,0.2837,0.2227,0.2215,0.3339,0.3558,0.3608,0.1946
info_fact_unreliable_fraction,ISR,0.2590,0.1645,0.2313,0.2303,0.2501,0.2276,0.2986,0.3554,0.3410,0.3162
info_fact_unreliable_fraction,ITA,0.2866,0.2894,0.2175,0.2049,0.1947,0.2033,0.2590,0.2490,0.2279,0.2232
info_fact_unreliable_fraction,JAM,0.3046,0.1702,0.1915,0.2885,0.1941,0.1733,0.2367,0.2251,0.2477,0.2266
info_fact_unreliable_fraction,JEY,0.2072,0.1359,0.2365,0.3034,0.2660,0.1533,0.2612,0.2550,0.2824,0.2609
info_fact_unreliable_fraction,JOR,0.2689,0.2048,0.2036,0.2496,0.2269,0.1846,0.2160,0.2319,0.2391,0.2400
info_fact_unreliable_fraction,JPN,0.2016,0.0911,0.1314,0.1135,0.1089,0.1017,0.1394,0.1427,0.1350,0.1681
info_fact_unreliable_fraction,KAZ,0.2673,0.2859,0.2934,0.2807,0.2489,0.2129,0.2921,0.3464,0.3777,0.2537
info_fact_unreliable_fraction,KEN,0.2908,0.2156,0.2122,0.2267,0.1757,0.1369,0.1371,0.1739,0.1649,0.2082
info_fact_unreliable_fraction,KGZ,0.2162,0.2400,0.2727,0.2621,0.1583,0.1333,0.2601,0.2474,0.3382,0.3065
info_fact_unreliable_fraction,KHM,0.2727,0.1942,0.2286,0.1944,0.1716,0.1693,0.2231,0.2447,0.2833,0.2468
info_fact_unreliable_fraction,KIR,0.4242,0.3333,0.2097,0.1923,0.1250,0.1714,0.2609,0.2319,0.2424,0.1154
info_fact_unreliable_fraction,KNA,0.3714,0.1356,0.2609,0.2211,0.2000,0.2353,0.3265,0.2885,0.2373,0.0968
info_fact_unreliable_fraction,KOR,0.2670,0.2552,0.2318,0.1718,0.1967,0.1754,0.2035,0.3481,0.2575,0.2962
info_fact_unreliable_fraction,KWT,0.3214,0.2187,0.2002,0.1908,0.1727,0.1457,0.1795,0.2134,0.1826,0.2004
info_fact_unreliable_fraction,LAO,0.2029,0.2524,0.2254,0.1909,0.1466,0.2121,0.2289,0.4035,0.3636,0.2000
info_fact_unreliable_fraction,LBN,0.3254,0.2190,0.2224,0.2302,0.2313,0.1980,0.2237,0.2725,0.2301,0.2021
info_fact_unreliable_fraction,LBR,0.3144,0.2349,0.2746,0.2557,0.1874,0.1657,0.2444,0.2276,0.2341,0.2136
info_fact_unreliable_fraction,LBY,0.3322,0.1973,0.2516,0.3186,0.2986,0.2213,0.2104,0.2299,0.1425,0.1828
info_fact_unreliable_fraction,LCA,0.2222,0.1481,0.1567,0.2051,0.1257,0.2109,0.1778,0.2584,0.2049,0.3571
info_fact_unreliable_fraction,LIE,0.2609,0.2617,0.4185,0.3221,0.1215,0.1348,0.3545,0.3766,0.2931,0.3382
info_fact_unreliable_fraction,LKA,0.3407,0.2224,0.2154,0.2227,0.2066,0.1928,0.2439,0.2556,0.2552,0.2530
info_fact_unreliable_fraction,LSO,0.4821,0.2000,0.2161,0.2657,0.1938,0.2047,0.2244,0.1870,0.1721,0.2258
info_fact_unreliable_fraction,LTU,0.3636,0.2123,0.2710,0.3821,0.2975,0.1898,0.3115,0.3706,0.4135,0.3458
info_fact_unreliable_fraction,LUX,0.2500,0.2315,0.2796,0.2247,0.2234,0.1599,0.2125,0.2835,0.3116,0.2789
info_fact_unreliable_fraction,LVA,0.3360,0.2178,0.2457,0.2863,0.2307,0.2114,0.2526,0.2838,0.2375,0.2153
info_fact_unreliable_fraction,MAC,0.3361,0.2597,0.3838,0.3627,0.4123,0.2423,0.4391,0.4381,0.4667,0.4259
info_fact_unreliable_fraction,MAF,0.2692,0.4800,0.2623,0.1549,0.0973,0.1179,0.1418,0.2958,0.2453,0.2500
info_fact_unreliable_fraction,MAR,0.1915,0.2371,0.2738,0.2943,0.2510,0.1740,0.2689,0.2884,0.3285,0.3034
info_fact_unreliable_fraction,MCO,0.2456,0.3465,0.2549,0.2535,0.2474,0.1977,0.3947,0.5224,0.3662,0.5054
info_fact_unreliable_fraction,MDA,0.3871,0.2261,0.2282,0.3034,0.2624,0.1476,0.3095,0.3585,0.3325,0.3566
info_fact_unreliable_fraction,MDG,0.2887,0.2583,0.2937,0.1959,0.2755,0.3718,0.2188,0.3303,0.2874,0.3388
info_fact_unreliable_fraction,MDV,0.2777,0.2061,0.2108,0.2027,0.1862,0.1512,0.1960,0.2123,0.1803,0.1833
info_fact_unreliable_fraction,MEX,0.5095,0.4308,0.3892,0.4039,0.3661,0.3975,0.4088,0.3811,0.3804,0.4058
info_fact_unreliable_fraction,MHL,,,,,,,,,,
info_fact_unreliable_fraction,MKD,0.4839,0.3223,0.3333,0.3220,0.2427,0.2091,0.2281,0.2607,0.3333,0.2953
info_fact_unreliable_fraction,MLI,0.2029,0.1742,0.1979,0.2423,0.2451,0.2497,0.2805,0.2887,0.2967,0.2708
info_fact_unreliable_fraction,MLT,0.2500,0.2402,0.3160,0.2835,0.2550,0.2424,0.2773,0.2891,0.3299,0.3053
info_fact_unreliable_fraction,MMR,0.3172,0.2335,0.2430,0.2369,0.1990,0.1931,0.2388,0.2857,0.2640,0.2938
info_fact_unreliable_fraction,MNE,0.4000,0.3351,0.2649,0.2933,0.3265,0.1972,0.2941,0.3224,0.3512,0.2763
info_fact_unreliable_fraction,MNG,0.3721,0.2744,0.2477,0.2854,0.2418,0.2017,0.2819,0.2876,0.3125,0.3053
info_fact_unreliable_fraction,MNP,0.4800,0.2500,0.3194,0.4653,0.2771,0.2588,0.3768,0.2317,0.3667,0.3654
info_fact_unreliable_fraction,MOZ,0.3000,0.2600,0.2787,0.3218,0.2657,0.2662,0.3173,0.3270,0.3000,0.2941
info_fact_unreliable_fraction,MRT,0.1290,0.1633,0.2794,0.1579,0.1429,0.2368,0.1667,0.3333,0.5301,0.3721
info_fact_unreliable_fraction,MSR,0.4286,0.2812,0.4302,0.4315,0.4235,0.2795,0.3756,0.4178,0.4273,0.4000
info_fact_unreliable_fraction,MUS,0.1954,0.2542,0.2615,0.2621,0.2644,0.2735,0.3269,0.3163,0.2831,0.2790
info_fact_unreliable_fraction,MWI,0.2733,0.1899,0.2317,0.2922,0.1736,0.1776,0.2289,0.2531,0.2138,0.2364
info_fact_unreliable_fraction,MYS,0.1066,0.0815,0.0437,0.0614,0.0399,0.0246,0.0209,0.0463,0.0703,0.0138
info_fact_unreliable_fraction,NAM,0.3411,0.1653,0.1488,0.1442,0.1251,0.1132,0.1197,0.1425,0.1513,0.1787
info_fact_unreliable_fraction,NCL,0.3834,0.4281,0.3792,0.4121,0.3972,0.3197,0.4028,0.4159,0.4262,0.4070
info_fact_unreliable_fraction,NER,0.2297,0.2500,0.3087,0.2523,0.2075,0.1688,0.2811,0.2269,0.2911,0.3924
info_fact_unreliable_fraction,NFK,0.1429,0.4375,0.2222,0.1000,0.1818,0.2500,0.1250,0.0000,0.0000,0.0000
info_fact_unreliable_fraction,NGA,0.2978,0.2198,0.2346,0.2637,0.2846,0.2136,0.2989,0.2529,0.2010,0.1454
info_fact_unreliable_fraction,NIC,0.6760,0.5666,0.4963,0.4447,0.3805,0.4430,0.4676,0.3610,0.4242,0.4048
info_fact_unreliable_fraction,NIU,0.3846,0.0909,0.1471,0.0882,0.2083,0.1389,0.1296,0.0714,0.0750,0.1053
info_fact_unreliable_fraction,NLD,0.3826,0.3137,0.2837,0.2692,0.2820,0.2201,0.2829,0.2780,0.2872,0.2935
info_fact_unreliable_fraction,NOR,0.2964,0.2435,0.2729,0.2895,0.2643,0.2294,0.3082,0.3779,0.3434,0.3008
info_fact_unreliable_fraction,NPL,0.3304,0.2217,0.2040,0.2069,0.1744,0.1613,0.1736,0.2020,0.2081,0.1858
info_fact_unreliable_fraction,NRU,0.1053,0.2245,0.4167,0.2500,0.3913,0.1111,0.0000,0.0000,0.4000,0.0000
info_fact_unreliable_fraction,NZL,0.2510,0.2172,0.2215,0.2225,0.2013,0.1484,0.2244,0.1972,0.2322,0.2499
info_fact_unreliable_fraction,OMN,0.2034,0.1622,0.1728,0.2154,0.1462,0.1154,0.1870,0.1661,0.2286,0.2300
info_fact_unreliable_fraction,PAK,0.2933,0.2067,0.1771,0.1871,0.1699,0.1301,0.1651,0.2108,0.1479,0.1743
info_fact_unreliable_fraction,PAN,0.5269,0.4672,0.4525,0.3549,0.3180,0.3669,0.4353,0.3725,0.3185,0.2744
info_fact_unreliable_fraction,PCN,0.5000,0.0625,0.2727,0.0417,0.0000,0.1429,0.2000,0.0000,0.2500,0.0000
info_fact_unreliable_fraction,PER,0.6347,0.5504,0.6765,0.7367,0.7830,0.7987,0.7985,0.8083,0.6803,0.5349
info_fact_unreliable_fraction,PHL,0.4799,0.2659,0.3349,0.3090,0.2584,0.2566,0.3639,0.3415,0.3364,0.3191
info_fact_unreliable_fraction,PLW,0.1765,0.0769,0.1351,0.0811,0.0909,0.1176,0.1333,0.3810,0.0769,0.2222
info_fact_unreliable_fraction,PNG,0.3161,0.2263,0.2426,0.2312,0.2059,0.1572,0.2400,0.2687,0.2514,0.2184
info_fact_unreliable_fraction,POL,0.2479,0.1992,0.2213,0.2019,0.2049,0.1816,0.2042,0.2468,0.2213,0.2102
info_fact_unreliable_fraction,PRI,0.5967,0.2857,0.2348,0.2577,0.2280,0.1779,0.2162,0.2300,0.2763,0.2704
info_fact_unreliable_fraction,PRK,0.3270,0.2957,0.3178,0.2755,0.2452,0.2596,0.2526,0.3055,0.4244,0.3363
info_fact_unreliable_fraction,PRT,0.2326,0.2699,0.3092,0.2345,0.2171,0.2157,0.2282,0.2859,0.2670,0.2133
info_fact_unreliable_fraction,PRY,0.5852,0.4572,0.3781,0.3357,0.3353,0.3443,0.3859,0.3380,0.3138,0.2233
info_fact_unreliable_fraction,PSE,0.2362,0.1837,0.2229,0.2729,0.2320,0.1801,0.2110,0.2127,0.2170,0.2020
info_fact_unreliable_fraction,PYF,0.3774,0.4895,0.3762,0.3151,0.3562,0.2639,0.4057,0.3402,0.3086,0.2388
info_fact_unreliable_fraction,QAT,0.2066,0.1478,0.2037,0.2082,0.1837,0.2211,0.1999,0.2287,0.2682,0.2595
info_fact_unreliable_fraction,ROU,0.2784,0.2437,0.2562,0.2487,0.2042,0.1860,0.2419,0.2568,0.2422,0.2198
info_fact_unreliable_fraction,RUS,0.3507,0.3103,0.3261,0.3406,0.3091,0.2420,0.3119,0.3465,0.3340,0.2978
info_fact_unreliable_fraction,RWA,0.2816,0.1483,0.2097,0.1322,0.1826,0.1122,0.1325,0.1123,0.1256,0.1060
info_fact_unreliable_fraction,SAU,0.2745,0.1705,0.1938,0.2270,0.2178,0.1502,0.2060,0.2211,0.2301,0.1901
info_fact_unreliable_fraction,SDN,0.2552,0.1621,0.2079,0.2336,0.1812,0.1380,0.2178,0.2823,0.2745,0.3372
info_fact_unreliable_fraction,SEN,0.1770,0.1552,0.2287,0.2168,0.2125,0.1505,0.2703,0.3340,0.2245,0.1963
info_fact_unreliable_fraction,SGP,0.1777,0.0696,0.1043,0.0695,0.0692,0.0575,0.1203,0.1444,0.1552,0.1364
info_fact_unreliable_fraction,SGS,0.4667,0.4359,0.3818,0.3824,0.4333,0.2571,0.5652,0.6667,0.4615,0.3333
info_fact_unreliable_fraction,SHN,0.2909,0.1770,0.3354,0.2000,0.2976,0.1831,0.2441,0.2957,0.1776,0.1471
info_fact_unreliable_fraction,SLB,0.1928,0.1807,0.2519,0.2302,0.1947,0.0976,0.1824,0.2519,0.1918,0.2537
info_fact_unreliable_fraction,SLE,0.2031,0.2588,0.3512,0.3636,0.3146,0.2082,0.2600,0.3068,0.2943,0.2732
info_fact_unreliable_fraction,SLV,0.6288,0.5976,0.6108,0.5108,0.5287,0.5260,0.5027,0.6410,0.4973,0.3975
info_fact_unreliable_fraction,SMR,0.2361,0.2590,0.3619,0.3818,0.3372,0.4545,0.4118,0.3448,0.2083,0.3889
info_fact_unreliable_fraction,SOM,0.2388,0.2061,0.1935,0.1139,0.1742,0.1571,0.2116,0.1722,0.2150,0.1897
info_fact_unreliable_fraction,SPM,0.2308,0.2258,0.2245,0.2093,0.1316,0.0455,0.1739,0.1739,0.2000,0.2000
info_fact_unreliable_fraction,SRB,0.3123,0.2557,0.2515,0.2622,0.2942,0.2405,0.2587,0.3451,0.3074,0.3458
info_fact_unreliable_fraction,SSD,0.2250,0.2517,0.2855,0.2438,0.2622,0.1979,0.3306,0.2881,0.3716,0.3370
info_fact_unreliable_fraction,STP,0.5000,0.4000,0.6250,0.3000,0.4167,0.6250,0.5556,0.7692,0.3077,0.1429
info_fact_unreliable_fraction,SUR,0.2881,0.2955,0.2195,0.2555,0.1765,0.1863,0.2093,0.2110,0.2810,0.2391
info_fact_unreliable_fraction,SVK,0.1917,0.1847,0.2498,0.2108,0.2092,0.1959,0.2703,0.2930,0.2974,0.2763
info_fact_unreliable_fraction,SVN,0.3681,0.2628,0.2461,0.2426,0.2714,0.1544,0.2028,0.2680,0.2657,0.3095
info_fact_unreliable_fraction,SWE,0.3098,0.2454,0.2528,0.2574,0.2480,0.1986,0.2585,0.2691,0.2728,0.2527
info_fact_unreliable_fraction,SWZ,0.4400,0.1327,0.2200,0.2540,0.1648,0.2980,0.3249,0.4740,0.4886,0.5581
info_fact_unreliable_fraction,SXM,0.2222,0.1827,0.2362,0.1721,0.2083,0.1250,0.5091,0.3939,0.4074,0.4059
info_fact_unreliable_fraction,SYC,0.4324,0.3814,0.3816,0.3947,0.3632,0.3194,0.3716,0.3873,0.3936,0.4339
