variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
epi_cases_new_perM,CYN,,,,,,,,,,
epi_cases_new_perM,CYP,,,13.1294,23.3284,3.6828,2.0169,3.2409,14.8420,9.7423,54.1399
epi_cases_new_perM,CZE,0.0000,0.0000,9.0428,14.2466,4.9732,8.0151,13.6665,24.1733,135.3257,521.1659
epi_cases_new_perM,DEU,0.0060,0.0214,23.8155,38.6733,8.6101,5.0833,5.5593,12.9686,18.6343,48.4203
epi_cases_new_perM,DJI,,,2.0242,35.4586,69.1196,49.3251,13.8761,9.9255,1.0458,2.2905
epi_cases_new_perM,DMA,,,16.9776,2.3151,0.0000,0.9260,0.0000,0.8962,1.8521,6.5798
epi_cases_new_perM,DNK,0.0000,0.0119,14.3408,37.0096,14.6192,6.4339,5.4245,16.5685,61.9453,72.0387
epi_cases_new_perM,DOM,0.0000,0.0000,3.7754,17.6717,30.4979,45.8091,107.3464,78.2847,54.2623,45.8346
epi_cases_new_perM,DZA,0.0000,0.0008,0.5114,2.4812,3.9864,3.2717,11.9613,10.5305,5.4898,3.6414
epi_cases_new_perM,ECU,0.0000,0.0000,4.2858,42.9044,25.4071,32.2960,52.4834,53.5310,41.7557,52.3242
epi_cases_new_perM,EGY,0.0000,0.0003,0.2200,1.5175,5.7310,14.1057,8.5120,1.5667,1.4176,1.2060
epi_cases_new_perM,ERI,,,0.3384,0.2538,0.0000,1.4287,0.8005,0.3548,0.5358,0.7421
epi_cases_new_perM,ESB,,,,,,,,,,
epi_cases_new_perM,ESP,0.0000,0.0398,71.9009,79.0764,16.7283,7.0168,27.0809,120.2816,218.3947,231.0610
epi_cases_new_perM,EST,0.0000,0.0260,20.7017,23.8967,4.8392,3.0657,1.5564,7.8303,23.6706,30.2726
epi_cases_new_perM,ETH,,,0.0112,0.0310,0.2617,1.3868,3.0217,9.6825,6.8027,6.6625
epi_cases_new_perM,FIN,0.0180,0.0124,8.7566,21.6158,11.1783,2.3041,1.2458,3.8076,10.9192,33.5506
epi_cases_new_perM,FJI,,,0.4650,0.4835,0.0000,0.0000,0.3239,0.0360,0.1488,0.0000
epi_cases_new_perM,FLK,,,,138.2376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_cases_new_perM,FRA,0.0091,0.0270,21.9883,42.8413,11.3932,6.5182,11.0271,45.1549,139.2841,279.2654
epi_cases_new_perM,FRO,,,132.2325,12.9609,0.0000,0.0000,21.7849,126.0881,35.4721,23.6959
epi_cases_new_perM,FSM,,,,,,,,,,
epi_cases_new_perM,GAB,,,0.1747,4.0286,34.4795,41.0204,28.3778,16.7107,3.6991,3.0504
epi_cases_new_perM,GBR,0.0000,0.0153,14.0896,67.4999,41.4548,14.3137,8.9143,15.2847,54.8416,214.1772
epi_cases_new_perM,GEO,0.0000,0.0173,0.8594,3.5010,1.9406,1.4288,1.8759,2.6442,36.5907,153.1909
epi_cases_new_perM,GGY,,,55.9267,102.4081,0.4811,0.0000,0.0000,0.0000,1.9885,1.5699
epi_cases_new_perM,GHA,,,0.2719,1.6295,6.3296,10.2802,18.4696,9.4086,2.4427,1.4026
epi_cases_new_perM,GIB,,,170.6688,71.2357,19.1494,15.8302,9.5748,93.8320,104.8749,281.1934
epi_cases_new_perM,GIN,,,0.0716,3.3885,5.7846,4.1752,4.6450,5.2295,3.2057,3.5429
epi_cases_new_perM,GMB,,,0.1183,0.0966,0.1869,0.3035,4.7520,34.1713,8.4965,1.5245
epi_cases_new_perM,GNB,,,0.2032,1.2703,19.3254,6.0637,6.0156,3.6716,2.0156,1.7384
epi_cases_new_perM,GNQ,,,0.5871,7.1515,22.7855,16.5124,24.6019,42.9959,2.1146,1.5006
epi_cases_new_perM,GRC,0.0000,0.0132,3.9964,4.3621,1.0492,1.5190,3.1289,17.7430,25.5491,36.5939
epi_cases_new_perM,GRD,,,8.8873,3.2587,0.8600,0.0000,0.2867,0.0000,0.0000,1.4033
epi_cases_new_perM,GRL,,,14.6786,0.5871,1.1364,0.0000,0.5682,0.0000,0.0000,1.8541
epi_cases_new_perM,GTM,,,0.1183,1.0215,7.4796,23.5735,56.5683,45.1688,31.7339,30.5292
epi_cases_new_perM,GUM,,,27.3452,16.7869,5.3515,16.5894,18.9212,189.4015,216.4516,384.1744
epi_cases_new_perM,GUY,,,0.5982,2.9665,3.0349,3.5174,6.8079,34.1626,68.3144,59.4194
epi_cases_new_perM,HKG,,,,,,,,,,
epi_cases_new_perM,HMD,,,,,,,,,,
epi_cases_new_perM,HND,,,0.7909,2.1203,14.0795,46.1872,73.6314,61.0599,53.5912,65.5039
epi_cases_new_perM,HRV,0.0000,0.0420,6.8293,10.3282,1.4458,3.8893,18.4343,39.6972,50.8046,117.9485
epi_cases_new_perM,HTI,,,0.1096,0.1783,5.0612,11.8921,4.1842,2.2548,1.5727,0.8215
epi_cases_new_perM,HUN,,,1.9589,7.8776,3.6464,0.9594,1.2021,4.8620,70.7358,116.0849
epi_cases_new_perM,IDN,0.0000,0.0000,0.2154,1.0185,1.8872,3.5729,6.0435,7.7503,13.4870,15.2288
epi_cases_new_perM,IMN,,,44.9029,106.2345,8.7253,0.0000,0.0000,0.0000,1.5680,4.9517
epi_cases_new_perM,IND,0.0001,0.0001,0.0301,0.7682,3.4851,9.2921,25.0590,46.3386,62.9108,50.5151
epi_cases_new_perM,IOA,,,,,,,,,,
epi_cases_new_perM,IOT,,,,,,,,,,
epi_cases_new_perM,IRL,0.0000,0.0000,20.3218,117.0765,30.5478,3.5981,3.6911,17.8543,47.1196,151.5912
epi_cases_new_perM,IRN,0.0000,0.1593,15.7875,20.7010,21.2356,30.2624,29.3131,27.6674,31.7752,48.0886
epi_cases_new_perM,IRQ,0.0000,0.0060,0.5340,1.1378,3.3491,33.9545,59.4371,88.1500,105.3416,89.4289
epi_cases_new_perM,ISL,0.0000,0.1010,102.5640,69.4506,0.8507,1.5628,4.7264,22.0252,57.6313,209.7553
epi_cases_new_perM,ISR,0.0000,0.0279,18.4275,43.7523,4.3902,28.6098,171.2049,162.6443,473.3231,406.9192
epi_cases_new_perM,ITA,0.0050,0.5047,53.8069,56.1522,15.5113,4.2848,3.5863,11.2361,24.6949,88.1198
epi_cases_new_perM,JAM,,,0.6753,4.0299,2.0153,1.3170,1.8084,16.2644,45.3088,33.6283
epi_cases_new_perM,JEY,,,51.9428,73.5443,7.0215,3.6278,5.1065,12.4471,11.5429,42.1790
epi_cases_new_perM,JOR,,,1.3823,0.5978,0.8946,1.2871,0.1991,2.4501,26.4070,141.9790
epi_cases_new_perM,JPN,0.0104,0.0589,0.4395,3.1982,0.7047,0.4590,3.8719,8.6948,3.9915,4.2101
epi_cases_new_perM,KAB,,,,,,,,,,
epi_cases_new_perM,KAS,,,,,,,,,,
epi_cases_new_perM,KAZ,,,1.0182,5.1128,13.1477,19.4585,115.5498,71.4595,17.8128,13.3592
epi_cases_new_perM,KEN,,,0.0517,0.2071,0.9023,2.6668,8.2325,8.4851,2.6786,6.3652
epi_cases_new_perM,KGZ,,,0.9905,3.3823,4.9543,18.1274,150.8480,40.0148,14.1576,47.2492
epi_cases_new_perM,KHM,0.0060,0.0000,0.2937,0.0260,0.0058,0.0319,0.1794,0.0772,0.0060,0.0189
epi_cases_new_perM,KIR,,,,,,,,,,
epi_cases_new_perM,KNA,,,21.9332,5.0133,0.0000,0.0000,1.2129,0.0000,1.2533,0.0000
epi_cases_new_perM,KOR,0.0119,1.9668,4.3130,0.6366,0.4425,0.8661,0.9470,3.5499,2.5129,1.5018
epi_cases_new_perM,KOS,,,,,,,,,,
epi_cases_new_perM,KWT,0.0000,0.3633,1.8482,27.1159,169.5932,150.8934,158.6630,136.7729,155.5766,142.6903
epi_cases_new_perM,LAO,,,0.1767,0.0457,0.0000,0.0000,0.0044,0.0089,0.0046,0.0000
epi_cases_new_perM,LBN,0.0000,0.0152,2.4040,1.3432,2.2215,2.7056,12.2359,59.2470,105.0334,184.3644
epi_cases_new_perM,LBR,,,0.0396,0.9095,0.8865,3.2294,2.6213,0.7845,0.2571,0.3538
epi_cases_new_perM,LBY,,,0.1664,0.2572,0.3240,3.0658,11.5487,47.8898,99.8891,113.1788
epi_cases_new_perM,LCA,,,2.8831,1.4522,0.1757,0.1815,1.0540,0.1757,0.1815,1.7198
epi_cases_new_perM,LIE,,,79.9124,16.6068,0.0000,0.0000,5.0750,16.0711,10.4885,143.5271
epi_cases_new_perM,LKA,0.0047,0.0000,0.2527,0.8236,1.4628,0.6569,1.1629,0.2983,0.5636,5.3189
epi_cases_new_perM,LSO,,,,,0.0549,0.3890,8.6885,6.9568,7.9356,6.3140
epi_cases_new_perM,LTU,0.0000,0.0127,8.0647,10.9099,3.4956,1.7877,2.9149,9.6218,20.8648,60.8621
epi_cases_new_perM,LUX,0.0000,0.0000,132.3267,94.8386,12.7287,12.7803,121.6166,0.4637,96.1698,186.2354
epi_cases_new_perM,LVA,,,7.9736,8.3589,3.6940,0.9188,1.8983,2.8217,5.9378,48.0219
epi_cases_new_perM,MAC,,,,,,,,,,
epi_cases_new_perM,MAF,,,,,,,,,,
epi_cases_new_perM,MAR,,,0.6847,3.4002,3.0230,4.0729,9.5864,33.3325,53.9900,74.7883
epi_cases_new_perM,MCO,0.0000,0.8787,46.9399,25.4817,0.8220,2.5482,11.5079,38.6335,70.4991,68.3980
epi_cases_new_perM,MDA,,,3.3579,28.6979,34.6014,68.2456,60.6944,101.9808,126.6661,195.9808
epi_cases_new_perM,MDG,,,0.1444,0.1011,0.7339,1.6612,10.0302,4.7705,1.8465,0.8228
epi_cases_new_perM,MDV,,,1.4295,16.0333,83.2499,40.9466,82.5338,235.6057,155.8315,98.9263
epi_cases_new_perM,MEX,0.0008,0.0032,0.6084,6.6639,21.9185,38.6974,52.5116,41.5438,36.8751,27.4125
epi_cases_new_perM,MHL,,,,,,,,,,
epi_cases_new_perM,MKD,0.0000,0.0166,6.1964,18.5117,11.1793,64.9586,68.1121,51.1576,61.7426,147.5841
epi_cases_new_perM,MLI,,,0.1482,0.7638,1.2234,1.5193,0.5559,0.3998,0.5219,0.7512
epi_cases_new_perM,MLT,,,14.1325,23.1010,11.3241,3.9258,4.2374,83.0672,88.4029,148.6428
epi_cases_new_perM,MMR,,,0.0286,0.0833,0.0438,0.0459,0.0320,0.2572,7.1298,22.8288
epi_cases_new_perM,MNE,,,10.3492,12.2600,0.1027,9.3940,132.1011,88.1874,307.0291,422.3518
epi_cases_new_perM,MNG,,,0.2288,0.2644,1.3874,0.4168,0.6986,0.0984,0.1220,0.1766
epi_cases_new_perM,MNP,,,34.7480,6.9496,4.4836,4.6331,6.7254,7.8463,8.1079,14.6307
epi_cases_new_perM,MOZ,,,0.0284,0.0725,0.1734,0.6816,0.9548,2.0778,5.0497,3.8897
epi_cases_new_perM,MRT,,,0.0632,0.0143,3.3023,26.2815,14.7149,5.2172,3.2404,1.4602
epi_cases_new_perM,MSR,,,90.9273,41.3876,0.0000,0.0000,12.9058,0.0000,0.0000,0.0000
epi_cases_new_perM,MUS,,,8.3872,5.3469,0.0761,0.1573,0.0761,0.0507,0.9173,1.0760
epi_cases_new_perM,MWI,,,,0.0672,0.4097,1.6465,4.6490,2.6222,0.4112,0.2339
epi_cases_new_perM,MYS,0.0248,0.0182,2.6788,3.4181,1.8109,0.9011,0.3259,0.3687,1.8549,15.2255
epi_cases_new_perM,NAM,,,0.2547,0.0656,0.0889,2.2695,23.5628,67.4509,49.5228,23.8829
epi_cases_new_perM,NCL,,,5.0948,0.2335,0.1130,0.2335,0.1130,0.1130,0.4670,0.0000
epi_cases_new_perM,NER,,,0.0751,0.9543,0.3238,0.1639,0.0786,0.0560,0.0275,0.0304
epi_cases_new_perM,NFK,,,,,,,,,,
epi_cases_new_perM,NGA,0.0000,0.0002,0.0316,0.2582,1.2719,2.4705,2.7472,1.7489,0.7733,0.7130
epi_cases_new_perM,NIC,,,0.0465,0.0503,3.6278,7.0998,7.3139,4.0027,3.4015,1.4539
epi_cases_new_perM,NIU,,,,,,,,,,
epi_cases_new_perM,NLD,0.0000,0.0040,22.1168,52.6256,14.0347,7.7152,7.0409,30.3248,92.1104,340.3768
epi_cases_new_perM,NOR,0.0000,0.0381,25.1103,21.1576,4.4271,2.7299,1.8863,8.1578,19.9523,22.7954
epi_cases_new_perM,NPL,0.0034,0.0000,0.0076,0.0595,1.4881,13.5533,6.9737,21.0508,43.1263,101.1344
epi_cases_new_perM,NRU,,,,,,,,,,
epi_cases_new_perM,NZL,0.0000,0.0071,6.0890,3.3318,0.1672,0.1659,0.2139,1.1841,0.6428,0.5456
epi_cases_new_perM,OMN,0.0000,0.0406,1.3551,13.6750,51.4765,186.9273,253.3017,40.3335,85.1248,117.1647
epi_cases_new_perM,PAK,0.0000,0.0003,0.2827,2.1329,7.8475,21.1024,10.0717,2.5621,2.4769,2.6659
epi_cases_new_perM,PAN,,,11.3248,40.9679,49.6420,152.7082,234.7974,208.3916,152.8703,157.2568
epi_cases_new_perM,PCN,,,,,,,,,,
epi_cases_new_perM,PER,,,1.2006,33.3426,119.1045,128.0830,122.4183,234.4855,166.4066,90.8383
epi_cases_new_perM,PGA,,,,,,,,,,
epi_cases_new_perM,PHL,0.0009,0.0006,0.7034,1.8641,2.6529,5.8447,15.5831,37.6867,27.9571,22.7253
epi_cases_new_perM,PLW,,,,,,,,,,
epi_cases_new_perM,PNG,,,0.0102,0.0261,0.0000,0.0112,0.2200,1.3954,0.2795,0.2765
epi_cases_new_perM,POL,,,2.0885,9.3227,9.3169,9.3210,9.2709,18.6142,20.3382,119.3238
epi_cases_new_perM,PRI,,,15.2055,14.6694,25.7651,41.1533,105.1124,183.5238,181.9862,162.3742
epi_cases_new_perM,PRK,,,,,,,,,,
epi_cases_new_perM,PRT,,,21.6702,59.7709,23.7617,31.7390,28.3330,21.8288,55.4068,130.0421
epi_cases_new_perM,PRY,,,0.4556,0.8599,3.2337,5.7343,13.6404,54.2178,107.0496,107.9045
epi_cases_new_perM,PSX,,,0.9392,2.6496,0.7524,11.8725,78.3780,89.9496,137.5566,86.9108
epi_cases_new_perM,PYF,,,9.8584,2.6107,0.2297,0.2373,0.0000,41.1115,147.8560,399.2748
epi_cases_new_perM,QAT,0.0000,0.0000,8.9087,137.3454,478.0722,460.9877,171.9125,90.8603,80.5028,71.2091
epi_cases_new_perM,ROU,0.0000,0.0054,3.4936,17.3721,11.9975,12.9070,38.5818,62.3676,66.9329,150.4011
epi_cases_new_perM,RUS,0.0000,0.0005,0.4054,22.2846,65.6892,55.8655,42.7375,34.4448,40.5386,83.5015
epi_cases_new_perM,RWA,,,0.3179,0.3988,0.3336,1.6521,2.4731,5.0458,2.1000,0.5608
epi_cases_new_perM,SAH,,,,2.0090,0.9181,10.3237,30.1341,0.0000,0.0000,0.0000
epi_cases_new_perM,SAU,,,1.6052,19.1007,57.4317,98.6695,81.3386,37.6213,18.5425,12.1170
epi_cases_new_perM,SCR,,,,,,,,,,
epi_cases_new_perM,SDN,,,0.0077,0.2805,3.2553,3.3889,1.6464,1.2454,0.3170,0.1020
epi_cases_new_perM,SDS,,,,0.1214,2.7665,3.0135,0.9106,0.5677,0.5390,0.6676
epi_cases_new_perM,SEN,,,0.4398,1.4334,5.1112,6.2968,6.5657,6.6466,2.7652,1.4867
epi_cases_new_perM,SER,,,,,,,,,,
epi_cases_new_perM,SGP,0.2223,0.5011,4.1133,84.3085,103.2473,52.9600,44.9271,27.3599,5.5325,1.5204
epi_cases_new_perM,SGS,,,,,,,,,,
epi_cases_new_perM,SHN,,,,,,,,,,
epi_cases_new_perM,SLB,,,,,,,,,,1.0920
epi_cases_new_perM,SLE,,,,0.4847,2.9763,2.4989,1.4881,0.8250,0.8357,0.7127
epi_cases_new_perM,SLV,,,0.3795,1.7730,10.6430,18.7885,50.0168,47.2418,16.7124,21.7871
epi_cases_new_perM,SMR,0.0000,1.0160,223.9375,328.0490,102.6538,26.5189,0.9505,10.4555,16.6971,49.6260
epi_cases_new_perM,SOL,,,,,,,,,,
epi_cases_new_perM,SOM,,,0.0126,1.2143,2.7075,2.0721,0.6251,0.1989,0.5831,0.9141
epi_cases_new_perM,SPM,,,,,,,,,,
epi_cases_new_perM,SRB,,,5.2438,38.8904,12.5958,14.2403,51.7913,29.1644,10.3558,20.7368
epi_cases_new_perM,STP,,,,2.9037,68.4428,35.5903,23.1088,3.8270,2.2815,5.2834
epi_cases_new_perM,SUR,,,1.1365,0.1136,0.2200,27.6719,63.1817,129.7176,48.5255,23.9546
epi_cases_new_perM,SVK,,,2.5642,6.4411,0.7680,0.8790,3.5450,9.5185,34.7887,195.3183
epi_cases_new_perM,SVN,,,14.1161,10.5021,0.8534,1.7957,8.5960,11.2651,42.0409,207.4952
epi_cases_new_perM,SWE,0.0000,0.0376,13.8911,54.8159,55.6475,94.6241,30.7304,24.1218,29.4312,62.2013
epi_cases_new_perM,SWZ,,,0.4564,2.3561,5.3386,14.7106,49.5481,55.1646,25.8871,14.4262
epi_cases_new_perM,SXM,,,11.6600,56.7449,0.7523,0.0000,38.3649,252.0044,152.3561,115.3715
epi_cases_new_perM,SYC,,,5.9818,0.3390,0.0000,0.0000,33.7866,7.2166,2.3728,3.2112
epi_cases_new_perM,SYR,,,0.0636,0.0629,0.1456,0.2800,0.8645,3.6220,2.7523,2.7938
epi_cases_new_perM,TCA,,,18.4484,6.0265,0.0000,24.9669,52.4889,335.7611,154.1058,16.3123
epi_cases_new_perM,TCD,,,0.0356,0.0913,1.3885,0.2172,0.1356,0.1514,0.3674,0.5960
epi_cases_new_perM,TGO,,,0.2282,0.3021,1.2625,0.8456,1.1066,1.8274,1.4616,1.8944
epi_cases_new_perM,THA,0.0172,0.0138,0.9605,0.6222,0.0587,0.0430,0.0643,0.0471,0.0726,0.0957
epi_cases_new_perM,TJK,,,,,12.8760,7.3148,4.9583,4.0045,4.1101,4.2325
epi_cases_new_perM,TKM,,,,,,,,,,
epi_cases_new_perM,TLS,,,0.0758,0.5814,0.0000,0.0000,0.0000,0.0734,0.0253,0.0399
epi_cases_new_perM,TON,,,,,,,,,,
epi_cases_new_perM,TTO,,,3.1968,0.7385,0.0231,0.2144,0.8759,35.0128,66.2145,31.3648
epi_cases_new_perM,TUN,,,1.1478,1.8840,0.2620,0.2708,0.9335,5.9255,38.6960,103.0355
epi_cases_new_perM,TUR,,,7.1320,42.1956,17.4083,14.0346,11.9631,14.7848,19.2581,18.8594
epi_cases_new_perM,TUV,,,,,,,,,,
epi_cases_new_perM,TWN,0.0336,0.0434,0.3617,0.1722,0.0176,0.0070,0.0271,0.0285,0.0364,0.0575
epi_cases_new_perM,TZA,,,0.0212,0.2572,0.0156,0.0000,0.0000,0.0000,0.0000,0.0000
epi_cases_new_perM,UGA,,,0.0722,0.0350,0.2342,0.3330,0.1953,1.2560,3.7086,2.9605
epi_cases_new_perM,UKR,,,0.6099,7.1539,9.8381,15.5669,18.5625,37.0865,65.4398,118.7882
epi_cases_new_perM,UMI,,,,,,,,,,
epi_cases_new_perM,URY,,,5.4865,2.9364,1.7737,1.0652,2.8882,3.1759,4.2990,7.5454
epi_cases_new_perM,USA,0.0015,0.0062,16.0367,88.1453,71.1889,82.5943,185.6005,146.3929,120.2304,153.2082
epi_cases_new_perM,USG,,,,,,,,,,
epi_cases_new_perM,UZB,,,0.2783,1.8455,1.4958,4.7247,14.7078,17.4383,14.8077,10.8678
epi_cases_new_perM,VAT,,,436.2685,164.8125,79.7480,0.0000,0.0000,0.0000,0.0000,910.8061
epi_cases_new_perM,VCT,,,1.1266,4.5066,2.9075,0.9013,6.6873,2.3260,1.2018,1.4232
epi_cases_new_perM,VEN,,,0.2794,0.2298,1.2797,4.9368,13.9862,31.7738,33.4025,22.7158
epi_cases_new_perM,VGB,,,19.8432,3.3072,2.1337,0.0000,0.0000,30.9384,37.4817,0.0000
epi_cases_new_perM,VIR,,,41.0417,11.4917,0.9267,4.7881,92.9841,231.3790,58.7355,8.5683
epi_cases_new_perM,VNM,0.0052,0.0039,0.0722,0.0220,0.0189,0.0095,0.0511,0.1760,0.0185,0.0216
epi_cases_new_perM,VUT,,,,,,,,,,
epi_cases_new_perM,WLF,,,,,,,,,,
epi_cases_new_perM,WSB,,,,,,,,,,
epi_cases_new_perM,WSM,,,,,,,,,,
epi_cases_new_perM,YEM,,,,0.0096,0.3289,0.9142,0.6468,0.2455,0.0917,0.0425
epi_cases_new_perM,ZAF,,,0.9315,2.2616,13.9331,63.6764,183.7869,77.7164,26.7054,27.7061
epi_cases_new_perM,ZMB,,,0.1465,0.1124,1.6845,0.9265,6.9959,11.3528,4.8774,3.2579
epi_cases_new_perM,ZWE,,,0.0428,0.0605,0.3038,0.8971,5.4650,7.2056,3.1958,1.0977
