variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11
epi_cases,HRV,,5,790,2062,2246,2725,5071,10123,16380,46547,84206
epi_cases,HTI,,,15,76,1865,5933,7412,8209,8747,9054,9179
epi_cases,HUN,,,492,2775,3867,4145,4505,5961,26461,75321,147456
epi_cases,IDN,,,1414,9771,25773,55092,106336,172053,282724,406945,467113
epi_cases,IMN,,,42,313,336,336,336,336,340,353,363
epi_cases,IND,1,3,1251,33050,182143,566840,1638870,3621245,6225763,8137119,8845127
epi_cases,IRL,,,2910,20253,24929,25462,26027,28760,35740,61059,67903
epi_cases,IRN,,388,41495,93657,148950,225205,301530,373570,453637,604952,762068
epi_cases,IRQ,,7,630,2003,6179,47151,121263,231177,358290,470633,519152
epi_cases,ISL,,1,1086,1797,1806,1822,1872,2105,2695,4797,5189
epi_cases,ISR,,7,4473,15834,17012,24441,70379,114020,236926,313701,324135
epi_cases,ITA,3,888,101739,203591,232664,240436,247158,268218,313011,647674,1178529
epi_cases,JAM,,,38,396,581,698,864,2357,6382,9005,9884
epi_cases,JEY,,,63,286,308,319,335,374,409,574,732
epi_cases,JOR,,,268,451,734,1128,1191,1966,10049,69306,143678
epi_cases,JPN,14,230,1953,14088,16851,18593,33774,67865,83010,100392,116677
epi_cases,KAZ,,,325,3205,10858,21819,89078,130673,140707,149699,163567
epi_cases,KEN,,,50,384,1888,6190,19913,34057,38378,53797,70245
epi_cases,KGZ,,,84,746,1748,5296,35805,43898,46669,58878,66983
epi_cases,KHM,1,1,109,122,125,141,234,274,277,290,302
epi_cases,KOR,7,2931,9786,10765,11468,12800,14305,19947,23812,26511,28769
epi_cases,KWT,,45,266,3740,26192,45524,66529,84636,104568,125337,136840
epi_cases,LBN,,3,446,721,1191,1745,4334,16870,38377,79529,105430
epi_cases,LBR,,,3,141,280,770,1181,1304,1343,1426,1507
epi_cases,LBY,,,8,61,130,762,3222,13423,34014,60628,73602
epi_cases,LKA,1,1,120,649,1620,2042,2814,3012,3374,10424,17287
epi_cases,LSO,,,,,2,27,604,1066,1576,1947,2041
epi_cases,LTU,,1,484,1375,1670,1816,2062,2874,4578,13823,34758
epi_cases,LUX,,,1988,3769,4016,4256,6616,6625,8431,17134,26544
epi_cases,LVA,,,376,849,1065,1117,1228,1393,1729,5679,10547
epi_cases,MAC,,,,,,,,,,,
epi_cases,MAR,,,556,4321,7780,12290,23259,61399,121183,215294,293177
epi_cases,MDA,,,298,3771,8098,16357,23947,36700,52029,75201,89279
epi_cases,MDG,,,44,128,758,2138,10748,14843,16377,16968,17233
epi_cases,MDV,,,17,277,1672,2336,3719,7667,10194,11643,12204
epi_cases,MEX,2,14,2446,28222,115829,265510,475395,641442,784074,918811,1006522
epi_cases,MKD,,1,285,1442,2164,6224,10623,13927,17786,30448,47050
epi_cases,MLI,,,18,482,1250,2173,2522,2773,3090,3545,3868
epi_cases,MLT,,,156,462,617,669,727,1864,3035,5942,7917
epi_cases,MMR,,,14,150,224,299,353,787,12425,51496,68994
epi_cases,MNE,,,91,322,324,501,3073,4790,10575,18066,27177
epi_cases,MNG,,,12,38,179,220,291,301,313,346,431
epi_cases,MOZ,,,8,76,244,883,1808,3821,8556,12777,14448
epi_cases,MSR,,,5,11,11,11,13,13,13,13,13
epi_cases,MUS,,,128,332,335,341,344,346,381,441,478
epi_cases,MWI,,,,36,279,1224,3981,5536,5772,5923,5965
epi_cases,MYS,8,25,2626,5945,7762,8637,8964,9334,11135,30899,47417
epi_cases,NAM,,,11,16,23,196,2052,7365,11140,12907,13508
epi_cases,NCL,,,16,18,19,21,22,23,27,28,30
epi_cases,NER,,,20,713,956,1075,1134,1176,1196,1220,1307
epi_cases,NGA,,1,131,1728,9855,25133,42689,53865,58647,62691,65148
epi_cases,NIC,,,4,14,759,2170,3672,4494,5170,5514,5661
epi_cases,NLD,,2,11750,38802,46257,50223,53963,70071,117420,340974,447335
epi_cases,NOR,,6,4226,7667,8411,8855,9172,10543,13788,19563,27226
epi_cases,NPL,1,1,5,57,1401,13248,19547,38561,76258,168235,209776
epi_cases,NZL,,1,647,1129,1154,1178,1210,1387,1480,1601,1645
epi_cases,OMN,,6,179,2274,10423,39060,79159,85544,98585,114434,120389
epi_cases,PAK,,2,1625,15759,69496,209337,278305,295849,312263,332993,359032
epi_cases,PAN,,,1075,6378,13018,32785,64191,92065,111853,132867,146653
epi_cases,PER,,,950,33931,155671,282365,407492,647166,811768,900180,937011
epi_cases,PHL,1,3,2084,8212,17224,36438,89374,217396,309303,378933,407838
epi_cases,PNG,,,1,8,8,11,72,459,534,589,600
epi_cases,POL,,,2055,12640,23571,34154,45031,66870,89962,340834,712972
epi_cases,PRI,,,174,1433,3718,7250,16572,32848,48467,65743,78024
epi_cases,PRK,,,,,,,,,,,
epi_cases,PRT,,,6408,24692,32203,41912,50868,57768,74717,137272,217301
epi_cases,PRY,,,65,249,964,2191,5207,17195,40101,62596,71574
epi_cases,PSE,,,115,507,626,2443,14838,29063,50115,64742,75326
epi_cases,QAT,,,693,12564,55262,95106,110460,118575,125533,132343,135785
epi_cases,ROU,,3,1952,11978,19133,26582,49591,86785,125414,235586,360281
epi_cases,RUS,,2,1836,99399,396575,641156,834499,990326,1167805,1599976,1925825
epi_cases,RWA,,,70,225,359,1001,1994,4020,4836,5134,5455
epi_cases,SAU,,,1453,21402,83384,186436,274219,314821,334187,346880,353255
epi_cases,SDN,,,6,375,4800,9258,11496,13189,13606,13765,14626
epi_cases,SEN,,,162,882,3535,6698,10106,13556,14945,15605,15793
epi_cases,SGP,13,98,844,15641,34366,43661,51809,56771,57742,58003,58119
epi_cases,SLE,,,,116,852,1450,1818,2022,2222,2365,2391
epi_cases,SLV,,,32,377,2517,6173,16230,25729,28981,33445,36358
epi_cases,SOM,,,3,582,1916,2904,3212,3310,3588,3941,4301
epi_cases,SRB,,,785,8724,11381,14288,25213,31365,33479,45137,84568
epi_cases,SSD,,,,34,994,2006,2322,2519,2700,2903,3003
epi_cases,SUR,,,8,10,14,501,1650,4009,4863,5201,5274
epi_cases,SVK,,,336,1391,1521,1665,2265,3876,9574,55091,86767
epi_cases,SVN,,,763,1418,1473,1585,2139,2865,5487,32510,55042
epi_cases,SWE,,11,4360,20968,38390,67059,76680,84232,93147,124355,177355
epi_cases,SWZ,,,9,91,283,795,2577,4561,5462,5909,6095
epi_cases,SYC,,,10,11,11,11,114,136,143,153,158
epi_cases,SYR,,,10,43,122,269,738,2703,4148,5683,6684
epi_cases,TCD,,,7,52,759,866,935,1012,1193,1483,1597
epi_cases,TGO,,,34,109,433,643,927,1396,1759,2312,2675
epi_cases,THA,14,42,1651,2954,3081,3171,3310,3412,3564,3780,3875
epi_cases,TLS,,,1,24,24,24,24,27,28,30,30
epi_cases,TON,,,,,,,,,,,
epi_cases,TTO,,,85,116,117,126,164,1683,4463,5668,6080
epi_cases,TUN,,,312,980,1076,1172,1514,3685,17405,59813,80404
epi_cases,TUR,,,10827,117589,163103,198613,229891,268546,317272,373154,414278
epi_cases,TWN,9,39,306,429,442,447,467,488,514,555,603
epi_cases,TZA,,,19,480,509,509,509,509,509,509,509
epi_cases,UGA,,,33,81,413,870,1147,2928,8017,12410,16020
epi_cases,UKR,,,480,9866,23204,43628,68794,119074,204932,378729,535857
epi_cases,UMI,,,,,,,,,,,
epi_cases,URY,,,324,630,821,932,1243,1585,2033,3082,4030
epi_cases,USA,6,66,164620,1039909,1770384,2590552,4495014,5997163,7191061,9047427,11037061
epi_cases,UZB,,,149,2002,3554,8298,23558,41651,56519,66628,70243
epi_cases,VEN,,,135,331,1459,5530,17859,45868,74363,91589,97352
epi_cases,VIR,,,30,66,69,84,385,1134,1318,1362,1434
epi_cases,VNM,5,16,206,270,327,355,509,1040,1094,1177,1281
epi_cases,XKX,,,110,808,1070,2799,8104,13334,15574,19328,29117
epi_cases,YEM,,,,6,310,1128,1726,1953,2035,2064,2072
epi_cases,ZAF,,,1326,5350,30967,144264,482169,625056,672572,723682,751024
epi_cases,ZMB,,,35,97,1057,1568,5555,12025,14715,16415,17123
epi_cases,ZWE,,,7,34,174,574,3092,6412,7837,8362,8786
